,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
26343,2020.0,9291.0,97.0,145.0,51.15,8.2833
26344,2020.0,9293.0,91.0,,51.1833,8.1167
26345,2020.0,9309.0,64.0,116.0,50.7167,8.15
26346,2020.0,9314.0,73.0,,50.9,7.8667
26347,2020.0,9326.0,87.0,122.0,51.4996,8.0539
26348,2020.0,9345.0,71.0,,51.55,7.3
26349,2020.0,9374.0,58.0,140.0,51.5833,7.6667
26350,2020.0,9401.0,84.0,127.0,49.6667,8.65
26351,2020.0,9405.0,79.0,107.0,49.6061,8.4541
26352,2020.0,9429.0,72.0,,49.8,8.6
26353,2020.0,9436.0,76.0,,49.8667,9.0167
26354,2020.0,9455.0,76.0,123.0,49.7333,9.0
26355,2020.0,9461.0,71.0,112.0,49.7167,8.8333
26356,2020.0,9490.0,74.0,112.0,50.5167,8.8167
26357,2020.0,9499.0,105.0,130.0,49.75,8.4833
26358,2020.0,9500.0,85.0,,49.9167,8.4833
26359,2020.0,9502.0,92.0,135.0,49.9953,8.5685
26360,2020.0,9505.0,74.0,,50.4667,9.3167
26361,2020.0,9519.0,82.0,,49.9975,8.7147
26362,2020.0,9522.0,62.0,102.0,50.05,8.9333
26363,2020.0,9530.0,84.0,,50.1167,8.9167
26364,2020.0,9534.0,63.0,,50.8167,8.7833
26365,2020.0,9536.0,76.0,116.0,51.1833,10.1167
26366,2020.0,9542.0,74.0,112.0,51.2167,10.0167
26367,2020.0,9550.0,78.0,,50.9833,8.7333
26368,2020.0,9571.0,82.0,,50.9833,9.2667
26369,2020.0,9593.0,89.0,140.0,50.5667,9.7667
26370,2020.0,9610.0,76.0,,50.8667,9.7
26371,2020.0,9619.0,84.0,,51.4833,9.25
26372,2020.0,9621.0,75.0,,51.4,9.4667
26373,2020.0,9634.0,86.0,,50.75,9.8167
26374,2020.0,9646.0,77.0,137.0,51.2833,9.6
26375,2020.0,9647.0,80.0,,51.2833,9.6333
26376,2020.0,9651.0,82.0,123.0,51.2333,9.5667
26377,2020.0,9663.0,63.0,,50.6833,8.6
26378,2020.0,9698.0,86.0,140.0,51.0167,9.9333
26379,2020.0,9706.0,87.0,139.0,50.95,9.8667
26380,2020.0,9719.0,98.0,133.0,51.3167,8.7333
26381,2020.0,9730.0,76.0,122.0,51.3333,8.9
26382,2020.0,9732.0,89.0,123.0,51.4667,9.0167
26383,2020.0,9764.0,78.0,131.0,51.45,9.25
26384,2020.0,9768.0,80.0,,51.241,9.2629
26385,2020.0,9778.0,81.0,,51.0,9.0667
26386,2020.0,9794.0,63.0,,50.05,8.3
26387,2020.0,9831.0,63.0,123.0,50.25,9.2833
26388,2020.0,9833.0,76.0,126.0,50.15,8.75
26389,2020.0,9848.0,76.0,120.0,50.3833,8.0333
26390,2020.0,9867.0,69.0,108.0,50.2,8.5833
26391,2020.0,9872.0,77.0,129.0,50.0167,7.95
26392,2020.0,9901.0,73.0,127.0,50.3,8.5167
26393,2020.0,9923.0,63.0,110.0,50.5333,8.5
26394,2020.0,9954.0,83.0,,50.6833,7.6833
26395,2020.0,10000.0,83.0,,49.8667,7.65
26396,2020.0,10016.0,83.0,142.0,50.6667,7.4333
26397,2020.0,10024.0,76.0,123.0,50.5667,7.6167
26398,2020.0,10040.0,77.0,,49.9833,7.6
26399,2020.0,10045.0,94.0,136.0,49.9667,7.3
26400,2020.0,10050.0,83.0,134.0,49.7333,6.65
26401,2020.0,10067.0,78.0,108.0,49.9667,6.5
26402,2020.0,10086.0,87.0,103.0,50.3,6.7333
26403,2020.0,10091.0,61.0,122.0,50.2833,6.6333
26404,2020.0,10093.0,92.0,,50.2,6.4167
26405,2020.0,10148.0,88.0,,50.2333,7.8667
26406,2020.0,10149.0,86.0,124.0,50.1333,7.75
26407,2020.0,10167.0,95.0,145.0,50.5667,7.8333
26408,2020.0,10169.0,80.0,116.0,50.45,7.9833
26409,2020.0,10176.0,82.0,118.0,49.6333,8.3667
26410,2020.0,10216.0,84.0,133.0,49.0333,8.0
26411,2020.0,10230.0,92.0,111.0,49.5,7.9167
26412,2020.0,10261.0,72.0,,49.2667,8.2167
26413,2020.0,10268.0,69.0,117.0,49.4571,8.2892
26414,2020.0,10323.0,69.0,,48.8442,10.0865
26415,2020.0,10326.0,92.0,123.0,49.0167,10.2167
26416,2020.0,10330.0,77.0,126.0,48.75,10.3333
26417,2020.0,10353.0,89.0,120.0,48.7,9.0
26418,2020.0,10364.0,86.0,128.0,49.1333,10.2333
26419,2020.0,10396.0,85.0,128.0,49.2167,9.1
26420,2020.0,10414.0,64.0,108.0,49.0837,9.4567
26421,2020.0,10444.0,81.0,,49.4333,10.1167
26422,2020.0,10445.0,80.0,115.0,49.5333,9.85
26423,2020.0,10449.0,83.0,,49.4833,9.7667
26424,2020.0,10450.0,81.0,118.0,49.5333,9.9
26425,2020.0,10458.0,69.0,119.0,48.65,9.4667
26426,2020.0,10461.0,85.0,132.0,48.65,9.5333
26427,2020.0,10477.0,72.0,,48.8,9.8
26428,2020.0,10487.0,75.0,115.0,49.0833,9.8833
26429,2020.0,10498.0,64.0,,48.9667,8.9667
26430,2020.0,10526.0,80.0,149.0,49.1,8.65
26431,2020.0,10536.0,80.0,,49.2167,8.5167
26432,2020.0,10538.0,80.0,,49.4,9.4
26433,2020.0,10541.0,86.0,105.0,49.5333,9.55
26434,2020.0,10564.0,83.0,139.0,49.2667,8.75
26435,2020.0,10570.0,80.0,149.0,49.0333,8.7
26436,2020.0,10573.0,71.0,134.0,48.9436,8.4038
26437,2020.0,10583.0,78.0,120.0,49.4,8.5333
26438,2020.0,10593.0,115.0,161.0,49.55,8.6833
26439,2020.0,10600.0,73.0,121.0,49.4167,9.2833
26440,2020.0,10606.0,76.0,,48.9,8.5667
26441,2020.0,10619.0,75.0,123.0,49.3333,8.95
26442,2020.0,10622.0,73.0,116.0,49.0833,8.85
26443,2020.0,10643.0,80.0,125.0,49.6667,9.65
26444,2020.0,10651.0,86.0,127.0,48.7,8.1333
26445,2020.0,10653.0,73.0,123.0,48.6167,8.05
26446,2020.0,10659.0,77.0,118.0,47.95,8.5
26447,2020.0,10662.0,81.0,,47.9167,8.8
26448,2020.0,10700.0,84.0,129.0,47.7333,9.0667
26449,2020.0,10706.0,84.0,124.0,47.8167,8.6667
26450,2020.0,10708.0,79.0,114.0,48.3333,7.8833
26451,2020.0,10729.0,66.0,,47.8667,7.6
26452,2020.0,10751.0,69.0,109.0,48.5333,8.0833
26453,2020.0,10752.0,84.0,138.0,48.4667,7.95
26454,2020.0,10753.0,84.0,,48.4833,8.1667
26455,2020.0,10775.0,82.0,109.0,48.0,9.0333
26456,2020.0,10786.0,93.0,,47.7667,9.3167
26457,2020.0,10810.0,78.0,,48.2833,8.0833
26458,2020.0,10812.0,78.0,104.0,48.4167,8.0833
26459,2020.0,10821.0,81.0,,48.2,8.8833
26460,2020.0,10831.0,93.0,,48.0333,9.8
26461,2020.0,10848.0,87.0,149.0,48.2833,9.7167
26462,2020.0,10851.0,82.0,139.0,48.35,9.8167
26463,2020.0,10859.0,78.0,106.0,48.4167,8.4667
26464,2020.0,10869.0,84.0,134.0,48.45,8.6833
26465,2020.0,10872.0,83.0,,48.3667,9.3333
26466,2020.0,10886.0,78.0,,47.7667,9.5333
26467,2020.0,10906.0,81.0,111.0,47.9333,9.55
26468,2020.0,10920.0,81.0,118.0,48.0167,9.25
26469,2020.0,10944.0,69.0,,47.85,9.8333
26470,2020.0,10954.0,93.0,,48.05,10.8833
26471,2020.0,10968.0,91.0,,48.5833,11.0833
26472,2020.0,10983.0,81.0,,47.85,12.0667
26473,2020.0,11004.0,86.0,141.0,48.05,11.95
26474,2020.0,11009.0,84.0,115.0,48.3167,11.9167
26475,2020.0,11010.0,90.0,,48.2833,11.8333
26476,2020.0,11032.0,75.0,134.0,48.7833,11.6
26477,2020.0,11033.0,60.0,114.0,48.7833,11.2833
26478,2020.0,11073.0,88.0,,48.2,12.4167
26479,2020.0,11076.0,80.0,151.0,48.1167,11.7333
26480,2020.0,11088.0,89.0,143.0,47.75,12.1167
26481,2020.0,11100.0,88.0,,48.45,11.35
26482,2020.0,11101.0,66.0,100.0,48.6333,11.3167
26483,2020.0,11131.0,74.0,106.0,48.0333,12.55
26484,2020.0,11162.0,83.0,,48.8333,12.9667
26485,2020.0,11170.0,107.0,,49.0667,12.6167
26486,2020.0,11172.0,83.0,122.0,48.85,13.15
26487,2020.0,11174.0,78.0,134.0,48.8167,12.8
26488,2020.0,11176.0,83.0,144.0,48.6167,12.5333
26489,2020.0,11193.0,67.0,130.0,48.85,13.3333
26490,2020.0,11211.0,73.0,,48.9,12.0167
26491,2020.0,11214.0,82.0,114.0,49.1333,12.7333
26492,2020.0,11220.0,72.0,141.0,48.5833,12.1833
26493,2020.0,11221.0,71.0,150.0,48.6167,12.2
26494,2020.0,11241.0,84.0,140.0,48.4833,13.4333
26495,2020.0,11243.0,87.0,140.0,48.3,13.15
26496,2020.0,11249.0,85.0,135.0,48.4,13.0
26497,2020.0,11254.0,85.0,131.0,48.9667,13.1333
26498,2020.0,11260.0,87.0,140.0,48.7,12.0333
26499,2020.0,11271.0,86.0,150.0,48.4667,12.5667
26500,2020.0,11272.0,81.0,136.0,48.45,12.35
26501,2020.0,11292.0,86.0,,48.75,13.8167
26502,2020.0,11295.0,83.0,129.0,48.75,13.5167
26503,2020.0,11300.0,96.0,,49.45,11.8667
26504,2020.0,11307.0,79.0,118.0,49.4,12.0167
26505,2020.0,11317.0,75.0,132.0,49.6167,11.8167
26506,2020.0,11326.0,76.0,135.0,49.1667,11.9667
26507,2020.0,11328.0,67.0,124.0,49.2667,11.9167
26508,2020.0,11333.0,75.0,126.0,49.3167,12.85
26509,2020.0,11334.0,85.0,118.0,49.2167,12.7667
26510,2020.0,11339.0,87.0,133.0,49.7333,11.9
26511,2020.0,11343.0,78.0,117.0,49.3833,11.65
26512,2020.0,11344.0,88.0,125.0,49.8667,11.9
26513,2020.0,11345.0,85.0,127.0,49.95,12.0333
26514,2020.0,11352.0,79.0,139.0,49.1667,11.45
26515,2020.0,11359.0,83.0,,49.3167,12.3
26516,2020.0,11362.0,87.0,113.0,49.5833,12.15
26517,2020.0,11364.0,80.0,,49.7167,12.1833
26518,2020.0,11377.0,87.0,132.0,49.1,11.8167
26519,2020.0,11380.0,106.0,147.0,49.05,11.9167
26520,2020.0,11381.0,68.0,129.0,49.05,11.8833
26521,2020.0,11384.0,77.0,118.0,49.2167,11.7667
26522,2020.0,11393.0,90.0,,48.9667,12.0833
26523,2020.0,11396.0,92.0,,49.0167,11.9333
26524,2020.0,11405.0,75.0,128.0,49.0333,12.25
26525,2020.0,11406.0,69.0,145.0,48.9833,12.2
26526,2020.0,11413.0,86.0,,49.1,12.4833
26527,2020.0,11440.0,80.0,,49.9167,12.3833
26528,2020.0,11447.0,74.0,132.0,49.65,12.2667
26529,2020.0,11448.0,82.0,128.0,49.55,12.4167
26530,2020.0,11455.0,75.0,105.0,49.9667,11.5667
26531,2020.0,11458.0,76.0,,50.3167,11.9167
26532,2020.0,11472.0,78.0,130.0,49.9167,11.0167
26533,2020.0,11486.0,66.0,,49.9333,11.6167
26534,2020.0,11508.0,68.0,104.0,50.2667,11.15
26535,2020.0,11509.0,68.0,104.0,50.2167,11.1333
26536,2020.0,11517.0,97.0,,49.9333,11.2833
26537,2020.0,11520.0,76.0,124.0,49.8167,11.2167
26538,2020.0,11523.0,76.0,,49.6667,11.1
26539,2020.0,11533.0,73.0,137.0,50.2667,11.85
26540,2020.0,11561.0,89.0,138.0,50.1167,11.6167
26541,2020.0,11563.0,82.0,141.0,50.0167,11.25
26542,2020.0,11567.0,92.0,,50.1667,11.0333
26543,2020.0,11584.0,81.0,133.0,50.2833,11.7333
26544,2020.0,11586.0,67.0,132.0,50.3167,11.75
26545,2020.0,11588.0,87.0,127.0,49.7333,11.2833
26546,2020.0,11591.0,82.0,,49.85,11.6
26547,2020.0,11620.0,102.0,,50.1,11.8833
26548,2020.0,11622.0,96.0,120.0,49.3,10.5833
26549,2020.0,11632.0,89.0,125.0,49.4,10.5167
26550,2020.0,11634.0,82.0,,49.3333,10.8
26551,2020.0,11635.0,83.0,,49.35,10.5167
26552,2020.0,11652.0,60.0,129.0,49.5833,11.2
26553,2020.0,11655.0,74.0,,49.5667,11.1833
26554,2020.0,11660.0,77.0,,49.1667,10.3333
26555,2020.0,11702.0,85.0,128.0,49.4,11.4
26556,2020.0,11703.0,91.0,117.0,49.3833,10.3333
26557,2020.0,11712.0,80.0,118.0,49.7667,10.5167
26558,2020.0,11715.0,79.0,108.0,49.3667,10.95
26559,2020.0,11720.0,77.0,,49.6333,10.2333
26560,2020.0,11721.0,71.0,108.0,49.45,10.3167
26561,2020.0,11725.0,82.0,,49.55,10.2333
26562,2020.0,11728.0,83.0,,48.9,10.9333
26563,2020.0,11733.0,81.0,120.0,48.9,11.0
26564,2020.0,11740.0,78.0,115.0,50.0833,9.0667
26565,2020.0,11746.0,68.0,113.0,50.0833,9.25
26566,2020.0,11748.0,95.0,115.0,49.9667,9.2167
26567,2020.0,11780.0,88.0,122.0,50.2833,9.9167
26568,2020.0,11788.0,74.0,115.0,50.0333,10.8333
26569,2020.0,11803.0,77.0,120.0,49.95,10.2833
26570,2020.0,11815.0,89.0,130.0,50.1833,9.7833
26571,2020.0,11817.0,89.0,,49.9667,10.6833
26572,2020.0,11836.0,61.0,107.0,50.1833,10.3667
26573,2020.0,11857.0,80.0,,50.3,10.4667
26574,2020.0,11882.0,89.0,,50.4167,10.3833
26575,2020.0,11891.0,63.0,,49.7,10.0833
26576,2020.0,11933.0,89.0,141.0,48.7167,10.6167
26577,2020.0,11938.0,85.0,130.0,48.6167,10.4167
26578,2020.0,11971.0,74.0,,48.15,10.1667
26579,2020.0,12013.0,88.0,132.0,48.1167,10.4667
26580,2020.0,12017.0,84.0,126.0,48.75,11.0167
26581,2020.0,12035.0,88.0,,48.2667,10.8333
26582,2020.0,12077.0,66.0,,49.4833,6.8667
26583,2020.0,12090.0,72.0,104.0,49.2833,6.8667
26584,2020.0,12094.0,80.0,117.0,49.1667,7.05
26585,2020.0,12103.0,46.0,112.0,49.4167,6.9167
26586,2020.0,12111.0,74.0,,49.2167,7.25
26587,2020.0,12156.0,85.0,,53.2167,14.3833
26588,2020.0,12162.0,86.0,106.0,53.15,14.1167
26589,2020.0,12173.0,71.0,123.0,52.8,14.1667
26590,2020.0,12188.0,64.0,113.0,52.1667,14.25
26591,2020.0,12206.0,61.0,,52.1167,12.45
26592,2020.0,12258.0,82.0,129.0,51.5667,13.55
26593,2020.0,12259.0,80.0,108.0,51.5833,13.8167
26594,2020.0,12266.0,78.0,105.0,51.7333,14.5833
26595,2020.0,12289.0,75.0,126.0,53.0333,13.05
26596,2020.0,12294.0,75.0,,51.8833,14.65
26597,2020.0,12306.0,79.0,141.0,51.8167,13.2333
26598,2020.0,12329.0,76.0,107.0,52.9333,12.4167
26599,2020.0,12335.0,81.0,,52.0167,13.8667
26600,2020.0,12347.0,85.0,120.0,51.7833,13.6167
26601,2020.0,12380.0,76.0,,52.8333,12.9833
26602,2020.0,12408.0,85.0,131.0,52.2833,13.0333
26603,2020.0,12418.0,78.0,123.0,53.3167,13.9
26604,2020.0,12420.0,88.0,134.0,53.25,12.2
26605,2020.0,12441.0,87.0,121.0,52.5,14.5833
26606,2020.0,12458.0,81.0,,52.5167,14.1167
26607,2020.0,12471.0,73.0,,53.1667,12.4833
26608,2020.0,12488.0,104.0,,54.0833,13.45
26609,2020.0,12522.0,75.0,119.0,54.1,11.6167
26610,2020.0,12539.0,83.0,137.0,53.7667,11.0333
26611,2020.0,12561.0,82.0,130.0,54.0833,12.9667
26612,2020.0,12563.0,72.0,132.0,53.8167,12.0667
26613,2020.0,12615.0,78.0,118.0,53.9,12.8667
26614,2020.0,12633.0,94.0,127.0,53.5167,13.95
26615,2020.0,12634.0,88.0,109.0,53.3,14.2333
26616,2020.0,12640.0,68.0,104.0,54.2833,12.3667
26617,2020.0,12642.0,73.0,107.0,54.15,12.5833
26618,2020.0,12668.0,88.0,149.0,54.3533,13.4757
26619,2020.0,12669.0,86.0,128.0,54.3667,13.3
26620,2020.0,12690.0,81.0,137.0,53.55,13.8333
26621,2020.0,12695.0,92.0,,53.4667,13.6167
26622,2020.0,12709.0,93.0,,53.7833,12.5833
26623,2020.0,12745.0,79.0,133.0,54.0833,13.9167
26624,2020.0,12784.0,52.0,96.0,50.55,12.65
26625,2020.0,12810.0,50.0,90.0,50.7,13.4333
26626,2020.0,12813.0,70.0,111.0,50.9333,12.8167
26627,2020.0,12830.0,80.0,122.0,51.1167,13.1167
26628,2020.0,12833.0,61.0,95.0,51.1167,13.1833
26629,2020.0,12841.0,85.0,113.0,51.1167,13.6
26630,2020.0,12875.0,71.0,89.0,50.8667,12.6167
26631,2020.0,12879.0,80.0,,51.2667,15.0333
26632,2020.0,12899.0,72.0,154.0,50.7333,12.65
26633,2020.0,12905.0,95.0,,51.2167,13.9167
26634,2020.0,12916.0,88.0,134.0,50.9833,14.6667
26635,2020.0,12917.0,93.0,,50.9833,14.8
26636,2020.0,12937.0,65.0,123.0,51.2,13.4167
26637,2020.0,12942.0,82.0,141.0,51.0667,13.2667
26638,2020.0,12944.0,79.0,,51.2167,13.3667
26639,2020.0,12967.0,77.0,126.0,50.8333,13.95
26640,2020.0,12971.0,70.0,,50.9667,14.05
26641,2020.0,13004.0,75.0,125.0,51.4833,13.1333
26642,2020.0,13005.0,78.0,108.0,51.65,12.8833
26643,2020.0,13011.0,72.0,113.0,51.4,14.7833
26644,2020.0,13020.0,94.0,114.0,51.3667,12.6333
26645,2020.0,13021.0,82.0,106.0,51.4333,12.6833
26646,2020.0,13030.0,78.0,110.0,50.5667,12.5833
26647,2020.0,13069.0,77.0,,52.2167,11.9833
26648,2020.0,13083.0,75.0,114.0,51.5333,11.7
26649,2020.0,13089.0,76.0,109.0,52.6167,11.3
26650,2020.0,13094.0,68.0,,52.5,12.0333
26651,2020.0,13101.0,75.0,,51.6833,12.55
26652,2020.0,13102.0,73.0,112.0,51.8167,12.55
26653,2020.0,13121.0,72.0,,52.3833,11.4667
26654,2020.0,13126.0,85.0,106.0,52.2,11.3333
26655,2020.0,13158.0,86.0,135.0,52.6333,11.0833
26656,2020.0,13197.0,80.0,101.0,51.2333,11.8167
26657,2020.0,13198.0,66.0,117.0,52.0833,11.1167
26658,2020.0,13214.0,74.0,126.0,52.7167,11.8333
26659,2020.0,13216.0,86.0,,52.8833,11.7333
26660,2020.0,13268.0,70.0,116.0,51.9,11.7167
26661,2020.0,13279.0,79.0,116.0,52.6167,11.8667
26662,2020.0,13346.0,89.0,135.0,50.9667,11.35
26663,2020.0,13370.0,80.0,120.0,51.3,11.2167
26664,2020.0,13400.0,64.0,,51.0667,10.8333
26665,2020.0,13410.0,86.0,,51.0333,10.7167
26666,2020.0,13425.0,83.0,,50.7,12.1667
26667,2020.0,13431.0,82.0,124.0,51.2667,10.1667
26668,2020.0,13445.0,71.0,107.0,50.4333,10.9167
26669,2020.0,13475.0,85.0,144.0,51.1833,10.7
26670,2020.0,13490.0,86.0,,50.5552,10.2862
26671,2020.0,13494.0,96.0,124.0,50.5,10.35
26672,2020.0,13507.0,80.0,125.0,51.25,10.4
26673,2020.0,13509.0,88.0,,51.2,10.4667
26674,2020.0,13573.0,90.0,134.0,50.75,10.35
26675,2020.0,13584.0,75.0,127.0,50.8833,12.3667
26676,2020.0,13586.0,95.0,114.0,51.1833,10.95
26677,2020.0,13589.0,80.0,,51.2167,11.0833
26678,2020.0,13596.0,92.0,139.0,51.3,10.7667
26679,2020.0,13601.0,74.0,128.0,50.3,11.2333
26680,2020.0,13602.0,65.0,104.0,50.35,11.0667
26681,2020.0,13618.0,89.0,135.0,50.5167,10.7667
26682,2020.0,13626.0,69.0,116.0,50.8667,11.2
26683,2020.0,13639.0,87.0,134.0,51.4,10.4167
26684,2020.0,13642.0,97.0,,51.35,10.3333
26685,2020.0,13649.0,84.0,,50.7,11.9833
26686,2020.0,13659.0,86.0,,51.6833,14.0
26687,2020.0,13685.0,67.0,,52.2167,8.1167
26688,2020.0,13719.0,74.0,114.0,50.9167,7.65
26689,2020.0,13789.0,82.0,,54.8333,9.05
26690,2020.0,13920.0,70.0,111.0,51.9,9.8667
26691,2020.0,13921.0,74.0,105.0,52.3833,10.4167
26692,2020.0,13929.0,84.0,,48.2333,10.9833
26693,2020.0,13935.0,82.0,123.0,48.6167,13.5
26694,2020.0,13950.0,91.0,,51.3167,12.85
26695,2020.0,13951.0,93.0,131.0,53.7667,11.25
26696,2020.0,13958.0,72.0,,51.7667,6.8333
26697,2020.0,13962.0,79.0,112.0,51.3,13.0667
26698,2020.0,13994.0,79.0,129.0,52.5,8.7333
26699,2020.0,14091.0,82.0,130.0,52.9,12.75
26700,2020.0,14140.0,72.0,,50.3,8.7833
26701,2020.0,14220.0,71.0,112.0,51.736,6.546
26702,2020.0,14245.0,91.0,125.0,49.1103,11.1217
26703,2020.0,14252.0,83.0,131.0,50.2556,10.9622
26704,2020.0,14330.0,77.0,,50.3,10.2167
26705,2020.0,14334.0,63.0,,52.4333,12.5833
26706,2020.0,14337.0,83.0,,53.5667,12.05
26707,2020.0,14434.0,84.0,,54.25,9.7
26708,2020.0,15005.0,84.0,,51.7333,12.0333
26709,2020.0,15035.0,82.0,,51.3,12.1667
26710,2020.0,15037.0,105.0,125.0,51.45,7.4167
26711,2020.0,15077.0,65.0,110.0,48.65,9.7167
26712,2020.0,15097.0,82.0,136.0,48.38,12.42
26713,2020.0,15107.0,82.0,120.0,53.9667,11.55
26714,2020.0,15108.0,74.0,,47.85,8.4833
26715,2020.0,15130.0,74.0,,53.45,7.3667
26716,2020.0,15131.0,74.0,,52.15,8.6333
26717,2020.0,15138.0,92.0,133.0,51.08,12.514
26718,2020.0,15141.0,76.0,,53.3333,7.3167
26719,2020.0,15143.0,67.0,117.0,50.8167,7.75
26720,2020.0,15148.0,72.0,119.0,52.35,11.3667
26721,2020.0,15188.0,79.0,,51.6167,8.1
26722,2020.0,15206.0,73.0,100.0,52.45,9.8
26723,2020.0,15229.0,81.0,122.0,49.6821,8.395
26724,2020.0,15230.0,76.0,,49.4683,8.5002
26725,2020.0,15237.0,72.0,110.0,51.7804,11.71
26726,2020.0,15245.0,91.0,133.0,49.2907,9.6818
26727,2020.0,15250.0,83.0,111.0,52.0539,9.9089
26728,2020.0,15251.0,68.0,,52.6325,7.1119
26729,2020.0,15252.0,77.0,121.0,51.0219,10.5158
26730,2020.0,15253.0,59.0,,52.2174,12.1634
26731,2020.0,15447.0,88.0,128.0,50.6275,11.8692
26732,2020.0,15449.0,77.0,106.0,50.2553,10.6832
26733,2020.0,15451.0,67.0,,52.8567,11.14
26734,2020.0,15459.0,79.0,122.0,50.7353,13.0267
26735,2020.0,15460.0,55.0,123.0,51.0778,10.8618
26736,2020.0,15464.0,72.0,107.0,51.339,12.4855
26737,2020.0,15467.0,81.0,118.0,50.5085,10.4365
26738,2020.0,15470.0,66.0,,52.1135,11.5576
26739,2020.0,15474.0,87.0,122.0,49.8397,12.0471
26740,2020.0,15475.0,91.0,124.0,49.9808,11.8377
26741,2020.0,15479.0,79.0,111.0,48.999,10.7015
26742,2020.0,15480.0,74.0,123.0,50.7446,9.345
26743,2020.0,15492.0,76.0,124.0,47.9097,10.7542
26744,2020.0,15496.0,105.0,139.0,49.507,6.5229
26745,2020.0,15497.0,76.0,,51.5718,14.4767
26746,2020.0,15500.0,101.0,133.0,53.3079,12.294
26747,2020.0,15501.0,70.0,113.0,54.4401,13.1785
26748,2020.0,15504.0,81.0,,51.9865,14.3034
26749,2020.0,15505.0,91.0,129.0,53.0966,11.8593
26750,2020.0,15508.0,114.0,141.0,53.4585,12.2417
26751,2020.0,15516.0,72.0,,51.2648,7.0714
26752,2020.0,15538.0,69.0,,51.015,6.2716
26753,2020.0,15539.0,77.0,116.0,52.9586,8.872
26754,2020.0,15540.0,52.0,97.0,48.0348,7.5836
26755,2020.0,15548.0,70.0,120.0,51.1197,6.2518
26756,2020.0,15551.0,88.0,136.0,53.7248,9.0929
26757,2020.0,15557.0,88.0,138.0,51.1781,9.3682
26758,2020.0,15563.0,77.0,,50.3752,8.1161
26759,2020.0,15905.0,86.0,113.0,48.7083,13.5342
26760,2020.0,15908.0,72.0,,47.8362,11.2639
26761,2020.0,15920.0,94.0,144.0,50.8499,13.7629
26762,2020.0,15937.0,75.0,123.0,51.776,14.3168
26763,2020.0,15968.0,78.0,,50.9034,12.2015
26764,2020.0,15975.0,90.0,,48.7539,10.7115
26765,2020.0,15983.0,82.0,120.0,49.5528,10.5394
26766,2020.0,15992.0,93.0,129.0,48.7584,9.9855
26767,2020.0,16076.0,80.0,121.0,51.7855,8.8388
26768,2020.0,19038.0,80.0,128.0,49.96,10.9971
26769,2020.0,19040.0,75.0,111.0,50.6432,12.2583
26770,2020.0,19045.0,77.0,125.0,53.5,7.1049
26771,2020.0,19085.0,74.0,141.0,54.8042,9.3869
26772,2020.0,19089.0,90.0,127.0,51.9439,6.8705
26773,2020.0,19097.0,76.0,,50.18,9.2323
26774,2020.0,19099.0,85.0,140.0,48.4982,10.564
26775,2020.0,19124.0,80.0,129.0,52.4735,10.6755
26776,2020.0,19167.0,78.0,,51.7032,9.285
26777,2020.0,19219.0,77.0,133.0,48.3225,10.036
26778,2020.0,19221.0,84.0,,50.2585,10.8818
26779,2020.0,19226.0,87.0,153.0,52.4226,7.8387
26780,2020.0,19239.0,85.0,131.0,50.1421,8.5599
26781,2020.0,19437.0,72.0,111.0,52.5181,7.3081
26782,2020.0,19475.0,78.0,116.0,53.0316,13.9908
26783,2020.0,19477.0,90.0,136.0,50.7983,6.0244
26784,2020.0,19483.0,82.0,,50.3602,6.8697
26785,2020.0,19484.0,70.0,116.0,53.3911,10.6878
26786,2020.0,19485.0,77.0,117.0,52.2085,14.118
26787,2020.0,19487.0,68.0,116.0,52.2915,10.4464
26788,2020.0,19488.0,80.0,125.0,48.4024,11.6946
26789,2020.0,19519.0,88.0,134.0,54.0027,11.1908
26790,2020.0,19554.0,95.0,115.0,53.3222,11.9321
26791,2020.0,19585.0,76.0,132.0,53.6865,11.0608
26792,2020.0,19587.0,76.0,124.0,48.7091,9.2147
26793,2020.0,19700.0,92.0,118.0,50.4316,11.9443
26794,2021.0,7521.0,81.0,141.0,54.4333,9.8167
26795,2021.0,7532.0,83.0,136.0,54.4,8.7667
26796,2021.0,7592.0,72.0,,53.4833,10.6333
26797,2021.0,7608.0,63.0,,53.5,10.4833
26798,2021.0,7616.0,85.0,140.0,54.6167,8.9667
26799,2021.0,7623.0,66.0,107.0,54.6667,9.1333
26800,2021.0,7642.0,73.0,115.0,54.2333,11.0833
26801,2021.0,7646.0,69.0,,54.25,10.8333
26802,2021.0,7650.0,68.0,,54.1,10.8167
26803,2021.0,7662.0,71.0,,53.7333,9.7833
26804,2021.0,7665.0,73.0,117.0,53.6333,9.85
26805,2021.0,7671.0,68.0,,53.7342,9.878
26806,2021.0,7682.0,76.0,,54.3167,10.5
26807,2021.0,7697.0,72.0,,54.1167,10.1667
26808,2021.0,7700.0,71.0,130.0,54.1667,10.05
26809,2021.0,7711.0,76.0,141.0,54.0833,9.65
26810,2021.0,7721.0,65.0,,54.1167,9.4333
26811,2021.0,7730.0,88.0,143.0,54.6167,9.8333
26812,2021.0,7736.0,91.0,139.0,54.55,9.4
26813,2021.0,7737.0,60.0,135.0,54.4167,9.5167
26814,2021.0,7743.0,68.0,,54.35,9.2167
26815,2021.0,7770.0,71.0,,53.9333,10.2
26816,2021.0,7786.0,74.0,,53.7333,10.2667
