,year,Stations_Id,mingrad,maxgrad,minday,maxday
24,2020,11352,2020-03-29,2020-08-04,2020-07-31,2020-03-29
25,2020,11344,2020-09-08,2020-05-27,2020-09-12,2020-08-15
26,2020,11334,2020-11-04,2020-09-17,2020-09-05,2020-10-15
27,2020,11333,2020-05-03,2020-09-20,2020-09-12,2020-11-07
28,2020,11326,2020-11-04,2020-09-13,2020-08-16,2020-10-15
29,2020,11317,2020-05-31,2020-09-20,2020-06-24,2020-10-18
30,2020,11314,2020-07-14,2020-10-06,2020-07-30,2020-06-28
31,2020,11307,2020-11-12,2020-06-09,2020-05-20,2020-06-25
32,2020,11306,2020-04-21,2020-08-19,2020-05-31,2020-09-08
33,2020,11295,2020-11-13,2020-09-26,2020-06-10,2020-09-14
34,2020,11274,2020-09-03,2020-08-14,2020-08-10,2020-11-14
35,2020,11271,2020-09-02,2020-07-04,2020-06-10,2020-08-21
36,2020,11251,2020-11-09,2020-09-14,2020-06-26,2020-04-23
37,2020,11246,2020-06-02,2020-11-13,2020-09-14,2020-05-17
38,2020,11243,2020-05-17,2020-08-09,2020-06-10,2020-04-27
39,2020,11241,2020-11-13,2020-09-26,2020-08-09,2020-11-05
40,2020,11228,2020-05-20,2020-04-26,2020-04-18,2020-08-16
41,2020,11214,2020-08-23,2020-09-20,2020-09-12,2020-04-01
42,2019,11384,2019-04-15,2019-04-23,2019-08-25,2019-05-29
43,2019,11364,2019-05-13,2019-06-06,2019-04-15,2019-07-16
44,2019,11358,2019-09-30,2019-09-18,2019-09-02,2019-11-17
45,2019,11352,2019-09-26,2019-03-30,2019-08-29,2019-11-17
46,2019,11344,2019-07-24,2019-11-09,2019-09-02,2019-04-11
47,2019,11334,2019-03-30,2019-09-10,2019-08-29,2019-07-08
48,2019,11333,2019-04-15,2019-11-09,2019-05-29,2019-04-07
49,2019,11326,2019-05-01,2019-11-17,2019-05-09,2019-09-22
50,2019,11317,2019-07-24,2019-10-16,2019-05-01,2019-10-28
51,2019,11314,2019-04-15,2019-04-07,2019-07-04,2019-10-12
52,2019,11307,2019-09-18,2019-11-17,2019-08-25,2019-11-17
53,2019,11306,2019-06-02,2019-09-10,2019-04-23,2019-09-18
54,2019,11295,2019-05-24,2019-04-22,2019-06-05,2019-07-03
55,2019,11274,2019-10-26,2019-09-20,2019-07-22,2019-09-24
56,2019,11271,2019-11-09,2019-09-26,2019-08-29,2019-10-16
57,2019,11251,2019-05-31,2019-04-09,2019-07-30,2019-09-28
58,2019,11246,2019-08-27,2019-06-28,2019-09-20,2019-07-22
59,2019,11243,2019-08-27,2019-10-14,2019-09-28,2019-07-22
60,2019,11241,2019-08-07,2019-11-07,2019-09-12,2019-07-22
61,2019,11228,2019-04-15,2019-03-30,2019-06-02,2019-08-01
62,2019,11214,2019-10-28,2019-04-19,2019-04-15,2019-07-20
63,2018,11384,2018-04-18,2018-11-16,2018-09-17,2018-11-16
64,2018,11364,2018-11-16,2018-08-24,2018-07-03,2018-09-13
65,2018,11358,2018-04-02,2018-04-18,2018-04-14,2018-10-15
66,2018,11352,2018-04-02,2018-08-20,2018-04-18,2018-04-02
67,2018,11344,2018-11-17,2018-07-08,2018-06-06,2018-07-16
68,2018,11334,2018-04-02,2018-06-13,2018-05-12,2018-06-17
69,2018,11333,2018-09-05,2018-06-05,2018-05-28,2018-04-02
70,2018,11326,2018-11-16,2018-10-19,2018-04-26,2018-10-31
71,2018,11317,2018-04-02,2018-07-07,2018-04-18,2018-04-02
72,2018,11314,2018-04-02,2018-06-05,2018-07-03,2018-08-04
73,2018,11307,2018-04-02,2018-06-13,2018-07-03,2018-04-02
74,2018,11306,2018-08-04,2018-07-15,2018-07-07,2018-07-31
75,2018,11295,2018-04-06,2018-07-03,2018-09-13,2018-04-26
76,2018,11274,2018-06-06,2018-04-27,2018-07-12,2018-05-29
77,2018,11271,2018-04-19,2018-06-06,2018-10-16,2018-08-17
78,2018,11251,2018-04-19,2018-06-02,2018-06-02,2018-04-19
79,2018,11246,2018-11-13,2018-04-19,2018-04-19,2018-07-08
80,2018,11243,2018-07-21,2018-07-05,2018-08-06,2018-04-16
81,2018,11241,2018-06-13,2018-08-24,2018-08-04,2018-04-10
82,2018,11228,2018-07-27,2018-07-07,2018-06-21,2018-04-02
83,2018,11214,2018-04-02,2018-06-01,2018-05-20,2018-04-02
84,2017,11384,2017-11-10,2017-04-24,2017-04-24,2017-10-29
85,2017,11364,2017-11-02,2017-04-24,2017-09-11,2017-07-05
86,2017,11358,2017-08-22,2017-09-11,2017-05-14,2017-10-21
87,2017,11352,2017-11-10,2017-10-13,2017-06-03,2017-11-02
88,2017,11344,2017-04-24,2017-11-10,2017-05-26,2017-11-10
89,2017,11334,2017-08-02,2017-07-01,2017-05-26,2017-07-05
90,2017,11333,2017-08-14,2017-08-02,2017-07-13,2017-11-02
91,2017,11326,2017-11-10,2017-08-22,2017-06-03,2017-10-29
92,2017,11317,2017-11-02,2017-09-03,2017-04-24,2017-10-13
93,2017,11314,2017-07-05,2017-06-11,2017-05-14,2017-06-15
94,2017,11307,2017-05-26,2017-08-02,2017-07-13,2017-09-03
95,2017,11306,2017-07-01,2017-06-03,2017-05-22,2017-06-15
96,2017,11295,2017-08-07,2017-10-30,2017-09-08,2017-07-10
97,2017,11271,2017-10-29,2017-09-19,2017-07-13,2017-10-21
98,2017,11251,2017-07-01,2017-10-21,2017-07-13,2017-10-21
99,2017,11246,2017-10-29,2017-04-24,2017-10-29,2017-06-03
100,2017,11243,2017-04-24,2017-10-29,2017-06-03,2017-10-29
101,2017,11241,2017-06-11,2017-10-29,2017-08-26,2017-10-29
102,2017,11228,2017-09-03,2017-11-02,2017-05-14,2017-11-02
103,2017,11214,2017-11-02,2017-08-22,2017-05-14,2017-10-21
0,2021,11591,2021-08-04,2021-10-07,2021-09-05,2021-11-12
1,2021,11590,2021-04-26,2021-10-27,2021-05-16,2021-10-27
2,2021,11588,2021-04-26,2021-06-09,2021-05-28,2021-10-23
3,2021,11517,2021-04-21,2021-07-14,2021-07-10,2021-04-21
4,2021,11508,2021-04-26,2021-04-06,2021-05-28,2021-04-18
5,2021,11507,2021-07-24,2021-09-06,2021-09-02,2021-11-01
6,2021,11472,2021-04-06,2021-07-27,2021-05-28,2021-04-06
7,2021,11455,2021-03-29,2021-11-12,2021-06-17,2021-11-12
8,2021,11453,2021-04-21,2021-09-24,2021-08-07,2021-11-11
9,2021,11452,2021-04-18,2021-10-27,2021-06-05,2021-10-27
10,2021,11450,2021-08-24,2021-08-12,2021-07-27,2021-10-27
11,2021,11447,2021-08-31,2021-11-11,2021-09-08,2021-11-11
12,2021,11440,2021-04-21,2021-09-24,2021-09-12,2021-04-21
13,2021,11433,2021-04-23,2021-11-09,2021-07-28,2021-04-23
14,2021,11425,2021-06-29,2021-03-29,2021-09-01,2021-04-06
15,2021,11411,2021-08-31,2021-10-30,2021-06-16,2021-10-30
16,2021,11406,2021-09-02,2021-07-28,2021-07-12,2021-11-01
17,2021,11405,2021-11-13,2021-10-28,2021-08-13,2021-11-05
18,2020,11591,2020-11-07,2020-06-28,2020-09-12,2020-08-15
19,2020,11590,2020-05-06,2020-11-18,2020-07-25,2020-11-18
20,2020,11588,2020-09-15,2020-05-14,2020-04-24,2020-07-17
21,2020,11517,2020-11-06,2020-10-13,2020-09-07,2020-06-03
22,2020,11508,2020-06-24,2020-09-28,2020-09-16,2020-05-15
23,2020,11507,2020-11-07,2020-09-20,2020-05-15,2020-10-10
24,2020,11472,2020-11-06,2020-05-18,2020-04-24,2020-06-23
25,2020,11455,2020-11-11,2020-09-20,2020-09-12,2020-11-07
26,2020,11453,2020-06-20,2020-06-12,2020-09-12,2020-06-16
27,2020,11452,2020-10-15,2020-09-17,2020-06-21,2020-09-29
28,2020,11450,2020-10-22,2020-06-12,2020-11-11,2020-08-03
29,2020,11447,2020-08-20,2020-08-08,2020-05-20,2020-08-16
30,2020,11440,2020-11-07,2020-05-07,2020-11-07,2020-08-19
31,2020,11433,2020-05-03,2020-06-20,2020-06-12,2020-08-15
32,2020,11425,2020-09-12,2020-10-10,2020-09-16,2020-07-10
33,2020,11411,2020-04-01,2020-05-15,2020-04-29,2020-06-24
34,2020,11406,2020-05-31,2020-08-07,2020-07-14,2020-04-01
35,2020,11405,2020-11-12,2020-09-13,2020-08-12,2020-11-04
36,2019,11591,2019-07-24,2019-09-14,2019-04-15,2019-09-22
37,2019,11590,2019-08-01,2019-11-09,2019-06-30,2019-07-24
38,2019,11588,2019-06-26,2019-10-12,2019-06-30,2019-04-15
39,2019,11517,2019-07-24,2019-11-13,2019-04-19,2019-11-13
40,2019,11508,2019-05-09,2019-07-04,2019-06-26,2019-08-29
41,2019,11507,2019-04-29,2019-06-24,2019-06-24,2019-04-17
42,2019,11472,2019-10-12,2019-04-07,2019-05-09,2019-09-26
43,2019,11455,2019-10-28,2019-06-06,2019-06-02,2019-10-24
44,2019,11453,2019-10-24,2019-11-17,2019-11-09,2019-05-01
45,2019,11452,2019-06-02,2019-09-14,2019-06-18,2019-09-18
46,2019,11450,2019-07-20,2019-11-09,2019-08-21,2019-11-09
47,2019,11447,2019-05-01,2019-09-18,2019-08-25,2019-10-08
48,2019,11440,2019-10-12,2019-03-30,2019-05-17,2019-09-18
49,2019,11433,2019-04-11,2019-11-09,2019-05-29,2019-11-09
50,2019,11425,2019-07-28,2019-11-09,2019-08-25,2019-11-09
51,2019,11411,2019-09-30,2019-03-30,2019-06-02,2019-04-07
52,2019,11406,2019-07-24,2019-07-16,2019-06-30,2019-09-30
53,2019,11405,2019-05-13,2019-04-23,2019-06-02,2019-05-09
54,2018,11591,2018-04-02,2018-07-03,2018-04-30,2018-11-16
55,2018,11590,2018-11-17,2018-10-16,2018-05-05,2018-10-24
56,2018,11588,2018-09-17,2018-08-20,2018-07-23,2018-04-02
57,2018,11517,2018-11-16,2018-06-29,2018-05-20,2018-04-02
58,2018,11508,2018-06-06,2018-07-24,2018-06-30,2018-09-18
59,2018,11507,2018-09-18,2018-08-05,2018-06-30,2018-08-17
60,2018,11472,2018-04-02,2018-05-16,2018-04-22,2018-05-20
61,2018,11455,2018-11-16,2018-10-15,2018-10-03,2018-04-02
62,2018,11453,2018-03-30,2018-08-13,2018-06-02,2018-03-30
63,2018,11452,2018-06-17,2018-07-07,2018-06-29,2018-07-11
64,2018,11450,2018-05-13,2018-05-05,2018-05-29,2018-08-09
65,2018,11447,2018-11-17,2018-07-08,2018-09-22,2018-09-02
66,2018,11440,2018-07-08,2018-07-20,2018-11-17,2018-09-02
67,2018,11433,2018-11-16,2018-05-28,2018-07-03,2018-08-16
68,2018,11425,2018-04-02,2018-10-11,2018-10-03,2018-07-15
69,2018,11411,2018-11-16,2018-08-04,2018-04-18,2018-08-12
70,2018,11406,2018-10-03,2018-11-20,2018-06-21,2018-04-02
71,2018,11405,2018-10-03,2018-09-17,2018-09-05,2018-09-29
72,2017,11591,2017-04-24,2017-10-29,2017-05-26,2017-04-24
73,2017,11590,2017-08-02,2017-04-24,2017-09-03,2017-07-21
74,2017,11588,2017-11-01,2017-08-25,2017-06-14,2017-10-12
75,2017,11517,2017-05-17,2017-09-22,2017-08-25,2017-06-26
76,2017,11508,2017-05-17,2017-06-26,2017-05-25,2017-08-13
77,2017,11507,2017-05-17,2017-11-01,2017-06-14,2017-05-17
78,2017,11472,2017-08-13,2017-05-17,2017-05-17,2017-06-14
79,2017,11455,2017-11-02,2017-09-23,2017-08-02,2017-10-29
80,2017,11453,2017-04-24,2017-11-10,2017-10-21,2017-08-02
81,2017,11452,2017-11-10,2017-08-02,2017-04-24,2017-11-02
82,2017,11450,2017-08-14,2017-06-15,2017-05-14,2017-08-02
83,2017,11447,2017-08-02,2017-07-05,2017-08-22,2017-08-02
84,2017,11440,2017-04-24,2017-07-01,2017-05-26,2017-08-14
85,2017,11433,2017-07-05,2017-06-11,2017-09-03,2017-06-23
86,2017,11425,2017-11-10,2017-10-13,2017-04-24,2017-10-29
87,2017,11411,2017-10-13,2017-06-23,2017-06-11,2017-07-01
88,2017,11406,2017-06-23,2017-09-19,2017-07-13,2017-04-24
89,2017,11405,2017-11-10,2017-04-24,2017-04-24,2017-11-02
0,2021,11849,2021-06-22,2021-09-06,2021-07-28,2021-10-16
1,2021,11728,2021-07-27,2021-08-12,2021-09-05,2021-10-31
2,2021,11725,2021-04-11,2021-10-20,2021-09-06,2021-10-20
3,2021,11717,2021-10-31,2021-04-26,2021-04-26,2021-08-08
4,2021,11712,2021-08-01,2021-08-13,2021-06-02,2021-09-02
5,2021,11703,2021-10-04,2021-09-22,2021-09-02,2021-10-24
6,2021,11667,2021-10-30,2021-09-08,2021-08-11,2021-10-06
7,2021,11641,2021-10-10,2021-09-08,2021-08-11,2021-09-20
8,2021,11635,2021-04-06,2021-10-11,2021-05-28,2021-04-06
9,2020,11849,2020-10-09,2020-06-11,2020-11-06,2020-09-19
10,2020,11728,2020-11-07,2020-09-16,2020-09-08,2020-07-10
11,2020,11725,2020-11-14,2020-05-18,2020-04-20,2020-11-02
12,2020,11717,2020-08-18,2020-09-15,2020-09-07,2020-04-28
13,2020,11712,2020-07-21,2020-06-23,2020-11-06,2020-06-27
14,2020,11703,2020-09-15,2020-11-06,2020-05-14,2020-09-07
15,2020,11667,2020-09-07,2020-11-06,2020-09-15,2020-06-27
16,2020,11641,2020-08-18,2020-06-27,2020-09-15,2020-07-17
17,2020,11635,2020-08-18,2020-11-06,2020-09-11,2020-03-31
18,2019,11849,2019-06-20,2019-09-04,2019-07-22,2019-03-28
19,2019,11728,2019-10-14,2019-06-28,2019-06-28,2019-09-28
20,2019,11725,2019-09-19,2019-04-28,2019-06-03,2019-09-11
21,2019,11717,2019-06-26,2019-06-30,2019-06-30,2019-09-26
22,2019,11712,2019-05-14,2019-10-21,2019-06-03,2019-11-18
23,2019,11703,2019-05-14,2019-10-29,2019-06-03,2019-10-29
24,2019,11667,2019-03-28,2019-06-24,2019-04-17,2019-03-28
25,2019,11641,2019-06-24,2019-09-04,2019-07-30,2019-11-15
26,2019,11635,2019-08-25,2019-07-04,2019-04-07,2019-07-16
27,2018,11849,2018-06-21,2018-08-16,2018-07-23,2018-08-28
28,2018,11728,2018-04-07,2018-08-05,2018-04-27,2018-08-17
29,2018,11725,2018-05-29,2018-06-06,2018-04-19,2018-09-06
30,2018,11717,2018-08-12,2018-09-21,2018-04-22,2018-10-11
31,2018,11712,2018-04-14,2018-06-05,2018-05-24,2018-09-05
32,2018,11703,2018-06-26,2018-07-08,2018-05-05,2018-10-16
33,2018,11667,2018-08-20,2018-04-26,2018-04-22,2018-08-08
34,2018,11641,2018-09-18,2018-04-07,2018-06-14,2018-04-15
35,2018,11635,2018-11-17,2018-07-28,2018-07-04,2018-09-06
36,2017,11849,2017-10-31,2017-06-17,2017-05-16,2017-07-27
37,2017,11728,2017-10-14,2017-06-16,2017-05-27,2017-07-06
38,2017,11725,2017-07-19,2017-10-31,2017-10-11,2017-10-31
39,2017,11717,2017-07-06,2017-11-03,2017-08-15,2017-11-03
40,2017,11712,2017-07-03,2017-09-01,2017-08-24,2017-10-27
41,2017,11703,2017-10-15,2017-05-24,2017-05-08,2017-06-17
42,2017,11667,2017-05-27,2017-11-03,2017-08-15,2017-05-27
43,2017,11641,2017-08-13,2017-06-26,2017-05-25,2017-07-04
44,2017,11635,2017-08-15,2017-11-03,2017-08-23,2017-11-03
0,2021,12206,2021-06-08,2021-11-11,2021-08-19,2021-11-11
1,2021,12173,2021-08-21,2021-09-10,2021-05-29,2021-10-20
2,2021,12168,2021-08-21,2021-07-24,2021-09-02,2021-08-09
3,2021,12156,2021-07-16,2021-07-24,2021-09-06,2021-05-05
4,2021,12065,2021-03-28,2021-05-07,2021-09-04,2021-06-12
5,2021,12033,2021-04-21,2021-05-31,2021-04-25,2021-07-22
6,2021,12013,2021-05-31,2021-04-01,2021-07-18,2021-04-25
7,2021,12001,2021-07-09,2021-10-21,2021-09-07,2021-11-10
8,2021,11938,2021-04-21,2021-05-31,2021-08-07,2021-04-21
9,2021,11932,2021-04-25,2021-10-22,2021-09-16,2021-04-21
10,2021,11919,2021-04-21,2021-10-26,2021-09-12,2021-10-26
11,2020,12206,2020-06-19,2020-08-30,2020-07-05,2020-05-26
12,2020,12173,2020-04-03,2020-06-02,2020-04-19,2020-04-03
13,2020,12168,2020-10-20,2020-11-13,2020-11-05,2020-06-10
14,2020,12156,2020-04-03,2020-08-17,2020-08-01,2020-04-03
15,2020,12065,2020-10-11,2020-11-08,2020-11-04,2020-09-17
16,2020,12033,2020-09-08,2020-10-26,2020-09-12,2020-04-01
17,2020,12013,2020-10-30,2020-09-12,2020-07-02,2020-09-28
18,2020,12001,2020-07-03,2020-10-11,2020-07-27,2020-11-04
19,2020,11938,2020-05-03,2020-10-26,2020-09-12,2020-10-26
20,2020,11932,2020-05-19,2020-06-24,2020-04-13,2020-07-30
21,2020,11919,2020-05-03,2020-10-26,2020-05-19,2020-04-29
22,2019,12206,2019-06-10,2019-08-21,2019-07-20,2019-05-17
23,2019,12173,2019-05-16,2019-06-25,2019-06-09,2019-10-11
24,2019,12168,2019-10-03,2019-10-27,2019-06-09,2019-09-17
25,2019,12156,2019-10-11,2019-09-13,2019-06-25,2019-09-17
26,2019,12065,2019-05-24,2019-07-03,2019-06-17,2019-08-24
27,2019,12033,2019-04-07,2019-06-30,2019-06-18,2019-07-16
28,2019,12013,2019-04-17,2019-06-28,2019-08-27,2019-04-17
29,2019,12001,2019-08-22,2019-11-18,2019-08-30,2019-11-18
30,2019,11938,2019-08-25,2019-11-17,2019-09-26,2019-11-17
31,2019,11932,2019-08-22,2019-11-18,2019-06-23,2019-11-18
32,2019,11919,2019-07-20,2019-05-29,2019-05-17,2019-07-16
33,2018,12206,2018-10-28,2018-08-05,2018-06-06,2018-10-16
34,2018,12173,2018-05-04,2018-06-13,2018-05-12,2018-08-20
35,2018,12168,2018-07-15,2018-11-12,2018-04-26,2018-11-12
36,2018,12156,2018-06-29,2018-06-09,2018-07-27,2018-11-12
37,2018,12065,2018-08-05,2018-07-20,2018-07-12,2018-10-12
38,2018,12033,2018-08-17,2018-05-21,2018-04-15,2018-08-13
39,2018,12013,2018-04-19,2018-04-07,2018-04-27,2018-08-13
40,2018,12001,2018-07-28,2018-05-05,2018-04-19,2018-11-17
41,2018,11938,2018-05-04,2018-04-26,2018-06-13,2018-11-16
42,2018,11932,2018-11-16,2018-06-21,2018-05-12,2018-08-20
43,2018,11919,2018-09-17,2018-08-20,2018-06-13,2018-09-13
44,2017,12206,2017-04-24,2017-11-02,2017-08-22,2017-11-02
45,2017,12173,2017-05-25,2017-04-27,2017-06-14,2017-09-02
46,2017,12168,2017-08-03,2017-09-08,2017-08-15,2017-09-28
47,2017,12156,2017-07-13,2017-06-15,2017-08-14,2017-10-29
48,2017,12065,2017-08-21,2017-06-10,2017-04-27,2017-06-18
49,2017,12033,2017-10-14,2017-07-06,2017-06-16,2017-08-23
50,2017,12013,2017-07-04,2017-11-01,2017-05-17,2017-11-01
51,2017,12001,2017-06-26,2017-09-02,2017-08-13,2017-05-17
52,2017,11938,2017-05-17,2017-10-12,2017-08-25,2017-11-01
53,2017,11932,2017-06-26,2017-05-17,2017-07-04,2017-11-01
54,2017,11919,2017-06-26,2017-10-24,2017-08-05,2017-10-24
0,2021,12601,2021-08-29,2021-08-13,2021-06-30,2021-08-25
1,2021,12560,2021-10-03,2021-09-05,2021-04-14,2021-09-13
2,2021,12539,2021-06-27,2021-11-06,2021-07-29,2021-11-06
3,2021,12537,2021-04-23,2021-05-21,2021-07-16,2021-04-07
4,2021,12479,2021-07-09,2021-11-10,2021-07-25,2021-04-08
5,2021,12460,2021-08-12,2021-07-27,2021-09-01,2021-10-27
6,2021,12306,2021-03-29,2021-06-17,2021-06-01,2021-10-23
7,2021,12305,2021-03-29,2021-10-07,2021-08-04,2021-10-27
8,2021,12295,2021-04-23,2021-11-13,2021-08-09,2021-11-13
9,2021,12291,2021-11-07,2021-10-10,2021-11-07,2021-07-14
10,2021,12258,2021-07-24,2021-10-28,2021-08-09,2021-05-29
11,2020,12601,2020-07-15,2020-03-25,2020-11-04,2020-07-11
12,2020,12560,2020-05-20,2020-09-25,2020-06-05,2020-10-15
13,2020,12539,2020-11-04,2020-09-29,2020-09-17,2020-10-27
14,2020,12537,2020-08-22,2020-11-06,2020-09-19,2020-07-29
15,2020,12479,2020-09-15,2020-11-10,2020-04-16,2020-08-10
16,2020,12460,2020-11-04,2020-09-17,2020-08-28,2020-05-20
17,2020,12306,2020-09-16,2020-11-11,2020-10-22,2020-07-26
18,2020,12305,2020-07-18,2020-09-16,2020-08-11,2020-04-17
19,2020,12295,2020-07-04,2020-11-13,2020-07-20,2020-11-13
20,2020,12291,2020-04-16,2020-03-27,2020-10-21,2020-04-04
21,2020,12258,2020-08-31,2020-06-12,2020-05-07,2020-08-11
22,2019,12601,2019-06-01,2019-05-12,2019-04-18,2019-05-16
23,2019,12560,2019-08-20,2019-07-07,2019-04-26,2019-08-08
24,2019,12539,2019-10-25,2019-03-31,2019-06-23,2019-10-17
25,2019,12537,2019-11-09,2019-06-22,2019-07-16,2019-06-26
26,2019,12479,2019-03-30,2019-11-09,2019-04-03,2019-09-10
27,2019,12460,2019-06-14,2019-11-09,2019-03-30,2019-11-09
28,2019,12306,2019-11-09,2019-06-18,2019-05-09,2019-06-26
29,2019,12305,2019-09-30,2019-03-30,2019-04-19,2019-08-25
30,2019,12295,2019-11-10,2019-04-04,2019-11-10,2019-04-08
31,2019,12291,2019-06-29,2019-06-21,2019-06-09,2019-06-25
32,2019,12258,2019-11-09,2019-04-23,2019-07-20,2019-10-04
33,2018,12601,2018-10-23,2018-10-15,2018-06-25,2018-09-01
34,2018,12560,2018-04-02,2018-08-04,2018-05-04,2018-04-02
35,2018,12539,2018-04-02,2018-10-15,2018-04-26,2018-04-02
36,2018,12537,2018-04-02,2018-06-05,2018-07-31,2018-04-02
37,2018,12479,2018-09-18,2018-05-13,2018-04-27,2018-07-28
38,2018,12460,2018-04-06,2018-05-28,2018-05-24,2018-04-02
39,2018,12306,2018-04-14,2018-06-05,2018-04-26,2018-08-04
40,2018,12305,2018-03-30,2018-06-06,2018-04-19,2018-08-13
41,2018,12295,2018-11-15,2018-08-19,2018-06-16,2018-05-11
42,2018,12291,2018-04-02,2018-10-31,2018-04-18,2018-10-31
43,2018,12258,2018-04-11,2018-11-13,2018-05-05,2018-08-17
44,2017,12601,2017-11-13,2017-04-27,2017-08-13,2017-10-16
45,2017,12560,2017-11-10,2017-08-10,2017-11-10,2017-04-24
46,2017,12539,2017-11-13,2017-09-14,2017-07-08,2017-11-01
47,2017,12537,2017-05-07,2017-11-11,2017-08-15,2017-05-07
48,2017,12479,2017-05-14,2017-09-11,2017-08-02,2017-05-14
49,2017,12460,2017-11-13,2017-04-27,2017-04-27,2017-08-05
50,2017,12306,2017-04-24,2017-05-26,2017-05-14,2017-10-13
51,2017,12305,2017-10-12,2017-06-06,2017-05-25,2017-09-10
52,2017,12291,2017-06-26,2017-10-28,2017-08-13,2017-10-28
53,2017,12258,2017-04-24,2017-10-13,2017-08-02,2017-04-24
0,2021,13001,2021-04-03,2021-04-27,2021-09-06,2021-04-03
1,2021,12987,2021-04-03,2021-09-22,2021-09-06,2021-11-09
2,2021,12978,2021-04-03,2021-09-10,2021-09-02,2021-04-03
3,2021,12967,2021-05-30,2021-06-07,2021-06-07,2021-04-28
4,2021,12937,2021-08-05,2021-09-10,2021-09-02,2021-04-03
5,2021,12881,2021-08-19,2021-10-10,2021-08-31,2021-11-15
6,2021,12873,2021-10-08,2021-11-13,2021-09-06,2021-11-13
7,2021,12843,2021-08-08,2021-10-15,2021-06-01,2021-10-27
8,2021,12695,2021-07-19,2021-04-06,2021-05-20,2021-10-11
9,2021,12690,2021-06-16,2021-09-04,2021-07-14,2021-06-04
10,2020,13001,2020-09-12,2020-04-25,2020-05-15,2020-08-19
11,2020,12987,2020-08-15,2020-11-15,2020-08-23,2020-05-27
12,2020,12978,2020-11-07,2020-05-07,2020-04-21,2020-08-15
13,2020,12967,2020-11-06,2020-08-14,2020-08-06,2020-10-25
14,2020,12937,2020-11-11,2020-10-02,2020-11-11,2020-11-03
15,2020,12881,2020-11-05,2020-10-24,2020-09-22,2020-11-01
16,2020,12873,2020-11-11,2020-04-01,2020-11-11,2020-08-19
17,2020,12843,2020-04-29,2020-10-18,2020-05-11,2020-04-01
18,2020,12695,2020-06-13,2020-10-03,2020-06-21,2020-10-03
19,2020,12690,2020-07-28,2020-09-30,2020-09-22,2020-04-27
20,2019,13001,2019-10-01,2019-11-10,2019-04-20,2019-07-05
21,2019,12987,2019-10-12,2019-06-06,2019-11-05,2019-09-30
22,2019,12978,2019-10-16,2019-07-16,2019-11-09,2019-09-30
23,2019,12967,2019-04-09,2019-11-07,2019-06-16,2019-11-07
24,2019,12937,2019-11-08,2019-06-01,2019-06-17,2019-09-21
25,2019,12881,2019-06-04,2019-07-22,2019-06-12,2019-07-30
26,2019,12873,2019-04-23,2019-06-02,2019-05-17,2019-04-03
27,2019,12843,2019-10-07,2019-11-08,2019-05-24,2019-04-02
28,2019,12695,2019-04-27,2019-06-14,2019-06-02,2019-09-10
29,2019,12690,2019-07-08,2019-08-25,2019-08-09,2019-09-14
30,2018,13001,2018-08-17,2018-11-17,2018-05-01,2018-07-28
31,2018,12987,2018-03-30,2018-09-14,2018-05-21,2018-03-30
32,2018,12978,2018-07-16,2018-07-08,2018-06-18,2018-09-06
33,2018,12967,2018-07-26,2018-07-10,2018-06-08,2018-04-13
34,2018,12937,2018-10-03,2018-11-16,2018-05-08,2018-11-16
35,2018,12881,2018-05-12,2018-06-17,2018-05-28,2018-07-07
36,2018,12873,2018-03-30,2018-09-02,2018-05-13,2018-03-30
37,2018,12843,2018-05-30,2018-05-22,2018-05-10,2018-04-04
38,2018,12695,2018-04-14,2018-07-03,2018-05-24,2018-09-29
39,2018,12690,2018-07-27,2018-08-24,2018-07-07,2018-09-09
40,2017,13001,2017-09-11,2017-04-24,2017-10-21,2017-08-14
41,2017,12987,2017-04-24,2017-05-26,2017-11-02,2017-08-14
42,2017,12978,2017-04-24,2017-07-01,2017-05-22,2017-08-14
43,2017,12937,2017-06-03,2017-11-02,2017-09-11,2017-11-02
44,2017,12881,2017-04-24,2017-07-01,2017-05-10,2017-07-09
45,2017,12873,2017-07-13,2017-08-14,2017-08-10,2017-07-01
46,2017,12843,2017-07-01,2017-11-02,2017-09-03,2017-11-02
47,2017,12695,2017-11-13,2017-06-06,2017-05-17,2017-10-20
48,2017,12690,2017-06-14,2017-08-25,2017-08-05,2017-11-01
0,2021,13361,2021-05-29,2021-10-20,2021-07-16,2021-05-09
1,2021,13326,2021-04-03,2021-07-12,2021-06-10,2021-11-13
2,2021,13262,2021-11-01,2021-09-26,2021-09-06,2021-10-20
3,2021,13214,2021-04-20,2021-06-07,2021-04-24,2021-09-23
4,2021,13200,2021-11-17,2021-09-10,2021-07-16,2021-10-04
5,2020,13361,2020-09-15,2020-09-27,2020-11-10,2020-08-26
6,2020,13326,2020-07-30,2020-07-18,2020-05-19,2020-11-07
7,2020,13262,2020-05-05,2020-11-05,2020-05-17,2020-11-05
8,2020,13214,2020-06-11,2020-03-27,2020-07-21,2020-11-02
9,2020,13200,2020-06-11,2020-10-13,2020-07-17,2020-04-04
10,2019,13361,2019-04-07,2019-07-04,2019-06-02,2019-11-13
11,2019,13326,2019-05-21,2019-06-30,2019-06-22,2019-07-20
12,2019,13262,2019-04-30,2019-10-27,2019-05-12,2019-07-19
13,2019,13214,2019-10-29,2019-05-14,2019-04-12,2019-07-25
14,2019,13200,2019-09-29,2019-10-27,2019-05-04,2019-07-23
