,year,Stations_Id,mingrad,maxgrad,minday,maxday
4,2021,9233,2021-03-28,2021-11-07,2021-10-22,2021-03-28
5,2021,9205,2021-09-26,2021-05-01,2021-09-26,2021-05-21
6,2021,9200,2021-03-30,2021-10-24,2021-10-08,2021-08-25
7,2020,9401,2020-09-21,2020-11-12,2020-11-04,2020-08-04
8,2020,9273,2020-09-09,2020-09-21,2020-06-13,2020-09-05
9,2020,9245,2020-10-27,2020-08-04,2020-07-31,2020-10-11
10,2020,9238,2020-09-13,2020-08-08,2020-07-31,2020-09-09
11,2020,9233,2020-06-21,2020-11-16,2020-07-23,2020-10-31
12,2020,9205,2020-11-12,2020-09-21,2020-06-05,2020-10-15
13,2020,9200,2020-10-15,2020-07-11,2020-05-28,2020-09-21
14,2019,9401,2019-06-03,2019-11-14,2019-06-23,2019-11-14
15,2019,9273,2019-10-27,2019-10-03,2019-06-01,2019-10-15
16,2019,9245,2019-03-26,2019-06-30,2019-06-26,2019-03-26
17,2019,9238,2019-09-17,2019-11-04,2019-06-09,2019-04-06
18,2019,9233,2019-09-05,2019-10-11,2019-06-29,2019-09-01
19,2019,9205,2019-04-10,2019-10-11,2019-06-17,2019-09-01
20,2019,9200,2019-06-17,2019-07-27,2019-08-28,2019-04-14
21,2018,9401,2018-05-29,2018-05-05,2018-04-27,2018-10-04
22,2018,9273,2018-11-14,2018-10-17,2018-06-03,2018-11-10
23,2018,9245,2018-04-08,2018-05-18,2018-05-14,2018-08-26
24,2018,9238,2018-04-10,2018-06-09,2018-05-12,2018-11-16
25,2018,9233,2018-06-27,2018-07-05,2018-08-06,2018-07-13
26,2018,9205,2018-11-13,2018-08-21,2018-07-12,2018-09-06
27,2018,9200,2018-04-27,2018-06-06,2018-11-09,2018-08-25
28,2017,9401,2017-07-09,2017-05-30,2017-04-28,2017-11-06
29,2017,9273,2017-05-10,2017-10-17,2017-05-30,2017-10-17
30,2017,9245,2017-06-01,2017-07-19,2017-06-09,2017-10-15
31,2017,9238,2017-05-10,2017-10-17,2017-06-19,2017-10-17
32,2017,9233,2017-04-03,2017-06-22,2017-06-18,2017-10-16
33,2017,9205,2017-04-30,2017-09-17,2017-05-08,2017-10-15
34,2017,9200,2017-06-01,2017-06-21,2017-04-30,2017-10-15
0,2021,9621,2021-03-30,2021-07-20,2021-09-30,2021-07-28
1,2021,9619,2021-03-30,2021-06-30,2021-09-06,2021-03-30
2,2021,9505,2021-07-16,2021-06-10,2021-07-20,2021-04-03
3,2021,9462,2021-08-14,2021-10-21,2021-08-30,2021-03-31
4,2021,9436,2021-07-20,2021-11-05,2021-09-02,2021-11-05
5,2021,9429,2021-09-06,2021-10-16,2021-10-04,2021-04-03
6,2020,9621,2020-11-13,2020-09-18,2020-04-19,2020-10-16
7,2020,9619,2020-04-16,2020-10-13,2020-05-26,2020-11-10
8,2020,9505,2020-10-17,2020-05-06,2020-06-03,2020-05-18
9,2020,9462,2020-11-14,2020-06-03,2020-05-14,2020-08-06
10,2020,9436,2020-10-09,2020-05-14,2020-05-06,2020-09-23
11,2020,9429,2020-05-16,2020-04-22,2020-06-13,2020-05-12
12,2019,9621,2019-04-10,2019-07-23,2019-04-22,2019-04-10
13,2019,9619,2019-08-08,2019-07-19,2019-06-17,2019-04-10
14,2019,9505,2019-03-28,2019-05-23,2019-08-31,2019-03-28
15,2019,9462,2019-03-28,2019-11-11,2019-05-15,2019-08-03
16,2019,9436,2019-11-15,2019-10-14,2019-05-11,2019-11-11
17,2019,9429,2019-08-10,2019-10-21,2019-05-14,2019-08-06
18,2018,9621,2018-11-16,2018-05-20,2018-05-08,2018-08-16
19,2018,9619,2018-04-17,2018-10-10,2018-05-27,2018-04-05
20,2018,9505,2018-10-11,2018-05-12,2018-11-16,2018-09-29
21,2018,9462,2018-09-10,2018-08-21,2018-07-16,2018-09-02
22,2018,9436,2018-04-05,2018-06-12,2018-05-07,2018-04-05
23,2018,9429,2018-09-26,2018-08-25,2018-06-02,2018-09-10
24,2017,9505,2017-04-27,2017-10-16,2017-10-12,2017-11-01
25,2017,9462,2017-09-27,2017-11-02,2017-05-14,2017-11-02
26,2017,9436,2017-09-27,2017-11-02,2017-04-20,2017-11-02
27,2017,9429,2017-07-09,2017-09-15,2017-07-09,2017-06-19
0,2021,10024,2021-08-07,2021-07-22,2021-06-08,2021-09-28
1,2021,10016,2021-03-28,2021-07-02,2021-08-23,2021-03-28
2,2021,9982,2021-06-12,2021-05-31,2021-04-29,2021-06-08
3,2021,9848,2021-08-17,2021-07-24,2021-07-16,2021-04-19
4,2020,10024,2020-11-16,2020-09-17,2020-05-28,2020-11-08
5,2020,10016,2020-11-04,2020-10-11,2020-09-17,2020-10-31
6,2020,9982,2020-04-22,2020-04-06,2020-05-04,2020-08-12
7,2020,9848,2020-11-16,2020-06-25,2020-06-01,2020-09-05
8,2019,10024,2019-07-11,2019-07-03,2019-05-12,2019-07-07
9,2019,10016,2019-07-19,2019-03-29,2019-06-05,2019-07-31
10,2019,9982,2019-07-15,2019-10-23,2019-08-24,2019-07-11
11,2019,9848,2019-03-29,2019-07-03,2019-06-25,2019-10-11
12,2018,10024,2018-05-01,2018-07-04,2018-05-05,2018-04-19
13,2018,10016,2018-04-15,2018-08-21,2018-05-29,2018-04-07
14,2018,9982,2018-04-16,2018-05-26,2018-04-20,2018-03-31
15,2018,9848,2018-11-13,2018-06-02,2018-05-25,2018-03-26
16,2017,10024,2017-09-10,2017-06-22,2017-06-18,2017-08-21
17,2017,10016,2017-07-20,2017-09-18,2017-06-18,2017-07-08
18,2017,9982,2017-05-03,2017-10-18,2017-06-12,2017-05-03
19,2017,9848,2017-04-03,2017-09-26,2017-07-08,2017-10-24
0,2021,10396,2021-04-20,2021-06-15,2021-05-18,2021-03-27
1,2021,10387,2021-10-28,2021-03-30,2021-06-30,2021-10-24
2,2021,10367,2021-04-23,2021-03-30,2021-05-17,2021-04-03
3,2021,10364,2021-11-01,2021-08-13,2021-08-01,2021-04-03
4,2021,10340,2021-10-20,2021-09-10,2021-09-02,2021-09-22
5,2021,10326,2021-09-22,2021-03-30,2021-08-09,2021-04-03
6,2021,10239,2021-08-07,2021-07-22,2021-07-10,2021-10-14
7,2021,10228,2021-06-18,2021-10-16,2021-09-06,2021-10-16
8,2021,10052,2021-06-28,2021-10-26,2021-07-06,2021-10-26
9,2020,10396,2020-10-17,2020-11-10,2020-05-06,2020-10-13
10,2020,10387,2020-06-30,2020-06-18,2020-06-06,2020-08-17
11,2020,10367,2020-07-17,2020-09-19,2020-09-11,2020-07-01
12,2020,10364,2020-06-19,2020-07-01,2020-05-18,2020-08-10
13,2020,10340,2020-03-27,2020-11-14,2020-03-31,2020-11-14
14,2020,10326,2020-04-16,2020-11-14,2020-09-11,2020-07-25
15,2020,10239,2020-07-03,2020-11-16,2020-05-24,2020-06-29
16,2020,10228,2020-11-12,2020-09-09,2020-07-11,2020-04-18
17,2020,10052,2020-05-04,2020-05-24,2020-05-16,2020-08-12
18,2019,10396,2019-06-19,2019-03-31,2019-06-23,2019-04-04
19,2019,10387,2019-10-13,2019-11-18,2019-11-10,2019-07-29
20,2019,10367,2019-11-14,2019-05-10,2019-06-07,2019-07-13
21,2019,10364,2019-08-02,2019-11-18,2019-08-18,2019-03-31
22,2019,10340,2019-05-27,2019-11-15,2019-08-23,2019-11-15
23,2019,10326,2019-07-30,2019-07-06,2019-05-27,2019-07-14
24,2019,10239,2019-06-01,2019-11-08,2019-06-17,2019-05-24
25,2019,10228,2019-05-22,2019-03-31,2019-06-23,2019-10-17
26,2019,10052,2019-11-16,2019-09-17,2019-06-29,2019-10-11
27,2018,10396,2018-07-15,2018-07-03,2018-05-28,2018-07-11
28,2018,10387,2018-06-09,2018-11-16,2018-06-29,2018-11-16
29,2018,10367,2018-04-05,2018-05-03,2018-04-17,2018-10-06
30,2018,10364,2018-04-21,2018-11-11,2018-05-15,2018-11-15
31,2018,10340,2018-11-16,2018-10-15,2018-04-14,2018-11-08
32,2018,10326,2018-09-28,2018-11-15,2018-05-27,2018-08-15
33,2018,10239,2018-11-13,2018-09-30,2018-05-13,2018-03-26
34,2018,10228,2018-04-05,2018-08-03,2018-07-18,2018-10-06
35,2018,10052,2018-06-01,2018-06-29,2018-06-25,2018-10-11
36,2017,10396,2017-09-25,2017-08-24,2017-05-24,2017-09-21
37,2017,10387,2017-08-12,2017-06-25,2017-05-08,2017-08-08
38,2017,10367,2017-10-15,2017-06-17,2017-05-08,2017-08-12
39,2017,10364,2017-08-12,2017-09-25,2017-08-16,2017-04-18
40,2017,10340,2017-04-30,2017-04-10,2017-08-16,2017-04-18
41,2017,10326,2017-05-16,2017-04-18,2017-05-24,2017-05-08
42,2017,10239,2017-04-03,2017-07-16,2017-07-08,2017-04-03
43,2017,10228,2017-05-30,2017-08-18,2017-07-09,2017-04-28
44,2017,10052,2017-04-03,2017-06-18,2017-05-09,2017-08-21
0,2021,10622,2021-09-02,2021-11-17,2021-07-20,2021-11-17
1,2021,10600,2021-09-22,2021-10-16,2021-07-20,2021-10-16
2,2021,10572,2021-06-10,2021-11-17,2021-06-30,2021-11-17
3,2021,10564,2021-03-27,2021-09-19,2021-08-14,2021-03-27
4,2021,10556,2021-06-02,2021-11-17,2021-03-30,2021-11-17
5,2021,10549,2021-04-08,2021-03-27,2021-08-14,2021-04-04
6,2021,10544,2021-08-02,2021-07-21,2021-07-01,2021-05-14
7,2021,10541,2021-03-27,2021-07-17,2021-06-03,2021-11-02
8,2021,10487,2021-03-27,2021-11-02,2021-06-03,2021-03-27
9,2021,10470,2021-09-15,2021-10-25,2021-09-27,2021-03-27
10,2021,10461,2021-04-19,2021-11-09,2021-08-01,2021-11-09
11,2021,10450,2021-11-02,2021-06-11,2021-08-14,2021-10-25
12,2021,10439,2021-07-16,2021-10-28,2021-08-29,2021-04-03
13,2021,10422,2021-09-15,2021-10-25,2021-08-14,2021-10-25
14,2020,10622,2020-05-18,2020-04-24,2020-09-15,2020-08-18
15,2020,10600,2020-04-20,2020-05-14,2020-05-06,2020-05-22
16,2020,10572,2020-06-01,2020-06-21,2020-06-17,2020-04-06
17,2020,10564,2020-10-13,2020-09-27,2020-11-06,2020-07-29
18,2020,10556,2020-05-30,2020-09-19,2020-07-21,2020-05-26
19,2020,10549,2020-05-02,2020-05-18,2020-06-19,2020-08-10
20,2020,10544,2020-04-20,2020-04-08,2020-06-11,2020-04-16
21,2020,10541,2020-11-14,2020-07-01,2020-06-19,2020-08-18
22,2020,10487,2020-06-15,2020-05-18,2020-05-06,2020-05-30
23,2020,10470,2020-10-29,2020-11-14,2020-11-06,2020-10-17
24,2020,10461,2020-03-27,2020-05-14,2020-07-13,2020-03-27
25,2020,10450,2020-09-27,2020-04-24,2020-04-16,2020-08-06
26,2020,10439,2020-05-30,2020-05-14,2020-05-06,2020-08-18
27,2020,10422,2020-10-29,2020-09-27,2020-06-07,2020-10-25
28,2019,10622,2019-08-14,2019-11-10,2019-10-13,2019-08-06
29,2019,10600,2019-05-15,2019-11-03,2019-06-24,2019-11-03
30,2019,10572,2019-06-03,2019-07-01,2019-06-23,2019-04-28
31,2019,10564,2019-10-14,2019-09-16,2019-08-15,2019-03-28
32,2019,10556,2019-09-28,2019-11-15,2019-05-23,2019-11-15
33,2019,10549,2019-05-27,2019-11-15,2019-06-04,2019-07-22
34,2019,10544,2019-07-22,2019-11-03,2019-06-16,2019-05-15
35,2019,10541,2019-03-28,2019-05-07,2019-06-04,2019-11-15
36,2019,10487,2019-09-23,2019-07-29,2019-10-09,2019-08-06
37,2019,10470,2019-08-27,2019-10-14,2019-07-06,2019-11-11
38,2019,10461,2019-07-18,2019-03-28,2019-05-23,2019-07-14
39,2019,10450,2019-03-28,2019-04-25,2019-04-13,2019-10-10
40,2019,10439,2019-10-14,2019-03-28,2019-05-15,2019-10-06
41,2019,10422,2019-11-11,2019-05-15,2019-06-24,2019-05-27
42,2018,10622,2018-03-28,2018-07-06,2018-05-27,2018-03-28
43,2018,10600,2018-04-07,2018-06-30,2018-05-21,2018-04-07
44,2018,10572,2018-06-02,2018-06-26,2018-06-06,2018-04-15
45,2018,10564,2018-06-27,2018-08-02,2018-07-05,2018-10-21
46,2018,10556,2018-06-05,2018-07-23,2018-07-03,2018-09-21
47,2018,10549,2018-10-20,2018-05-25,2018-05-21,2018-08-25
48,2018,10544,2018-07-28,2018-05-09,2018-05-29,2018-07-24
49,2018,10541,2018-04-07,2018-06-06,2018-05-29,2018-09-14
50,2018,10487,2018-11-17,2018-06-06,2018-05-29,2018-06-14
51,2018,10470,2018-11-10,2018-06-03,2018-05-30,2018-09-23
52,2018,10461,2018-07-07,2018-08-08,2018-04-18,2018-08-16
53,2018,10450,2018-05-05,2018-06-02,2018-05-09,2018-09-02
54,2018,10439,2018-06-06,2018-05-25,2018-06-30,2018-08-25
55,2018,10422,2018-04-02,2018-11-16,2018-05-28,2018-09-05
56,2017,10622,2017-06-19,2017-05-26,2017-10-17,2017-05-30
57,2017,10600,2017-09-25,2017-10-27,2017-10-15,2017-09-17
58,2017,10572,2017-05-10,2017-04-20,2017-10-17,2017-04-28
59,2017,10564,2017-09-27,2017-11-06,2017-10-13,2017-11-06
60,2017,10556,2017-08-22,2017-11-06,2017-10-13,2017-07-29
61,2017,10549,2017-04-30,2017-06-25,2017-05-24,2017-11-12
62,2017,10544,2017-08-12,2017-10-27,2017-06-25,2017-10-27
63,2017,10541,2017-06-25,2017-09-01,2017-08-12,2017-05-08
64,2017,10487,2017-06-17,2017-05-28,2017-07-19,2017-06-13
65,2017,10470,2017-06-25,2017-08-24,2017-08-12,2017-05-08
66,2017,10461,2017-10-27,2017-09-21,2017-08-16,2017-10-11
67,2017,10450,2017-04-30,2017-04-10,2017-05-08,2017-08-24
68,2017,10439,2017-04-10,2017-05-28,2017-04-30,2017-08-24
69,2017,10422,2017-04-10,2017-10-27,2017-04-18,2017-10-27
0,2021,10919,2021-11-09,2021-10-24,2021-08-01,2021-04-15
1,2021,10903,2021-08-13,2021-11-17,2021-08-29,2021-11-17
2,2021,10894,2021-06-02,2021-11-09,2021-08-29,2021-11-09
3,2021,10887,2021-10-21,2021-11-10,2021-07-17,2021-04-16
4,2021,10839,2021-11-05,2021-09-06,2021-05-17,2021-09-10
5,2021,10831,2021-04-25,2021-11-07,2021-09-20,2021-11-07
6,2021,10826,2021-04-25,2021-05-31,2021-09-12,2021-11-07
7,2021,10824,2021-09-22,2021-09-06,2021-06-26,2021-10-28
8,2021,10786,2021-08-23,2021-11-15,2021-09-04,2021-11-15
9,2021,10780,2021-08-31,2021-10-26,2021-09-04,2021-10-26
10,2021,10775,2021-11-10,2021-07-29,2021-07-17,2021-10-25
11,2021,10767,2021-07-16,2021-03-30,2021-08-17,2021-06-22
12,2021,10731,2021-03-30,2021-10-20,2021-08-17,2021-10-24
13,2021,10729,2021-06-18,2021-09-14,2021-07-20,2021-10-20
14,2021,10706,2021-06-18,2021-09-22,2021-09-02,2021-10-16
15,2021,10672,2021-10-28,2021-09-18,2021-06-30,2021-10-24
16,2021,10653,2021-06-30,2021-09-06,2021-10-20,2021-09-10
17,2020,10919,2020-07-30,2020-11-15,2020-08-07,2020-04-01
18,2020,10903,2020-11-15,2020-10-06,2020-05-19,2020-11-11
19,2020,10894,2020-11-14,2020-10-05,2020-09-07,2020-10-17
20,2020,10887,2020-04-25,2020-09-12,2020-08-31,2020-10-06
21,2020,10839,2020-03-27,2020-07-17,2020-09-15,2020-03-27
22,2020,10831,2020-04-25,2020-10-06,2020-09-08,2020-11-15
23,2020,10826,2020-10-10,2020-09-08,2020-08-31,2020-10-06
24,2020,10824,2020-07-26,2020-07-18,2020-08-07,2020-07-22
25,2020,10786,2020-05-07,2020-07-06,2020-06-28,2020-04-01
26,2020,10780,2020-06-22,2020-06-06,2020-05-05,2020-08-05
27,2020,10775,2020-07-30,2020-07-18,2020-06-20,2020-07-22
28,2020,10767,2020-08-14,2020-08-06,2020-05-26,2020-08-10
29,2020,10731,2020-11-13,2020-09-14,2020-05-09,2020-10-28
30,2020,10729,2020-08-05,2020-07-16,2020-07-12,2020-04-11
31,2020,10706,2020-06-12,2020-10-10,2020-06-16,2020-07-22
32,2020,10672,2020-03-30,2020-04-23,2020-11-13,2020-03-30
33,2020,10653,2020-08-29,2020-08-09,2020-06-30,2020-08-21
34,2019,10919,2019-04-20,2019-03-31,2019-06-23,2019-04-04
35,2019,10903,2019-03-31,2019-07-01,2019-06-27,2019-04-24
36,2019,10894,2019-10-06,2019-11-15,2019-08-15,2019-04-05
37,2019,10887,2019-04-02,2019-07-15,2019-08-28,2019-07-19
38,2019,10839,2019-04-13,2019-03-28,2019-06-24,2019-04-05
39,2019,10831,2019-08-24,2019-11-12,2019-09-29,2019-11-12
40,2019,10826,2019-04-07,2019-10-12,2019-09-18,2019-04-07
41,2019,10824,2019-08-18,2019-03-31,2019-08-22,2019-08-02
42,2019,10786,2019-09-11,2019-09-03,2019-09-19,2019-11-18
43,2019,10780,2019-10-17,2019-09-27,2019-08-22,2019-04-16
44,2019,10775,2019-07-21,2019-03-31,2019-07-29,2019-07-13
45,2019,10767,2019-10-01,2019-09-15,2019-05-30,2019-09-19
46,2019,10731,2019-07-21,2019-11-10,2019-07-29,2019-11-10
47,2019,10729,2019-11-14,2019-07-01,2019-05-30,2019-07-21
48,2019,10706,2019-10-09,2019-11-10,2019-10-25,2019-07-29
49,2019,10672,2019-03-31,2019-04-20,2019-06-27,2019-05-14
50,2019,10653,2019-03-31,2019-10-17,2019-08-22,2019-10-17
51,2018,10919,2018-06-22,2018-11-17,2018-07-08,2018-04-15
52,2018,10903,2018-11-17,2018-11-05,2018-06-14,2018-04-07
53,2018,10894,2018-04-05,2018-06-28,2018-05-27,2018-04-05
54,2018,10887,2018-06-06,2018-10-04,2018-07-24,2018-04-07
55,2018,10839,2018-11-18,2018-08-06,2018-07-21,2018-08-18
56,2018,10831,2018-09-18,2018-11-17,2018-05-09,2018-09-02
57,2018,10826,2018-07-28,2018-07-16,2018-04-27,2018-09-14
58,2018,10824,2018-10-02,2018-09-16,2018-05-27,2018-09-24
59,2018,10786,2018-06-25,2018-06-17,2018-07-07,2018-04-22
60,2018,10780,2018-11-16,2018-10-19,2018-04-30,2018-08-04
61,2018,10775,2018-07-24,2018-11-17,2018-05-29,2018-11-17
62,2018,10767,2018-10-05,2018-07-29,2018-07-17,2018-08-06
63,2018,10731,2018-04-30,2018-05-28,2018-05-04,2018-07-31
64,2018,10729,2018-06-28,2018-08-27,2018-07-14,2018-10-06
65,2018,10706,2018-07-15,2018-07-07,2018-07-23,2018-08-20
66,2018,10672,2018-04-05,2018-08-03,2018-06-24,2018-08-07
67,2018,10653,2018-04-15,2018-08-21,2018-05-05,2018-08-25
68,2017,10919,2017-04-20,2017-11-02,2017-08-18,2017-04-20
69,2017,10903,2017-05-08,2017-10-15,2017-06-13,2017-10-31
70,2017,10894,2017-10-11,2017-04-10,2017-09-17,2017-10-07
71,2017,10887,2017-07-04,2017-10-24,2017-08-05,2017-10-24
72,2017,10839,2017-04-30,2017-04-10,2017-10-15,2017-04-18
73,2017,10831,2017-10-12,2017-08-25,2017-10-12,2017-10-04
74,2017,10826,2017-05-17,2017-11-13,2017-05-25,2017-11-13
75,2017,10824,2017-09-25,2017-11-12,2017-08-12,2017-11-12
76,2017,10786,2017-04-10,2017-09-21,2017-08-12,2017-05-24
77,2017,10780,2017-11-12,2017-09-21,2017-07-19,2017-05-16
78,2017,10775,2017-10-11,2017-10-31,2017-06-17,2017-09-21
79,2017,10767,2017-10-15,2017-06-17,2017-10-15,2017-04-18
80,2017,10731,2017-05-08,2017-10-07,2017-06-17,2017-10-07
81,2017,10729,2017-05-08,2017-09-17,2017-07-19,2017-04-18
82,2017,10706,2017-05-28,2017-05-08,2017-08-16,2017-05-24
83,2017,10672,2017-10-27,2017-07-27,2017-05-28,2017-09-17
84,2017,10653,2017-04-10,2017-05-28,2017-04-18,2017-06-17
0,2021,11174,2021-09-22,2021-07-20,2021-10-08,2021-09-02
1,2021,11172,2021-10-28,2021-04-23,2021-09-02,2021-04-27
2,2021,11170,2021-04-06,2021-06-17,2021-04-22,2021-06-21
3,2021,11162,2021-04-23,2021-11-13,2021-09-02,2021-04-23
4,2021,11129,2021-04-08,2021-10-09,2021-09-03,2021-04-08
5,2021,11119,2021-04-27,2021-07-12,2021-09-30,2021-04-23
6,2021,11101,2021-06-24,2021-09-28,2021-07-30,2021-04-21
7,2021,11088,2021-09-02,2021-08-13,2021-06-22,2021-04-11
8,2021,11080,2021-10-13,2021-09-19,2021-09-07,2021-10-29
9,2021,11071,2021-04-08,2021-10-29,2021-09-23,2021-04-08
10,2021,11012,2021-11-02,2021-04-08,2021-08-10,2021-10-29
11,2021,11010,2021-07-18,2021-07-30,2021-09-04,2021-04-25
12,2021,11003,2021-04-06,2021-10-03,2021-09-21,2021-04-06
13,2021,10985,2021-04-21,2021-05-07,2021-09-20,2021-05-27
14,2021,10980,2021-06-14,2021-05-29,2021-09-18,2021-06-02
15,2021,10971,2021-04-08,2021-10-29,2021-10-09,2021-04-08
16,2021,10960,2021-05-03,2021-04-21,2021-09-16,2021-04-25
17,2020,11174,2020-06-02,2020-11-13,2020-07-16,2020-04-11
18,2020,11172,2020-04-11,2020-11-13,2020-06-10,2020-04-03
19,2020,11170,2020-08-23,2020-11-11,2020-04-13,2020-08-19
20,2020,11162,2020-04-23,2020-09-18,2020-07-24,2020-11-13
21,2020,11129,2020-07-24,2020-07-12,2020-08-21,2020-04-03
22,2020,11119,2020-08-26,2020-07-09,2020-06-27,2020-04-16
23,2020,11101,2020-09-12,2020-08-11,2020-05-03,2020-08-19
24,2020,11088,2020-09-01,2020-08-24,2020-09-13,2020-08-28
25,2020,11080,2020-05-07,2020-07-14,2020-05-23,2020-07-22
26,2020,11071,2020-11-13,2020-07-20,2020-11-13,2020-09-02
27,2020,11012,2020-08-19,2020-05-15,2020-08-03,2020-06-12
28,2020,11010,2020-10-22,2020-08-23,2020-05-19,2020-10-06
29,2020,11003,2020-09-08,2020-08-19,2020-04-29,2020-08-23
30,2020,10985,2020-11-16,2020-09-13,2020-09-01,2020-11-08
31,2020,10980,2020-07-15,2020-11-12,2020-07-31,2020-11-12
32,2020,10971,2020-09-02,2020-09-30,2020-08-05,2020-09-30
33,2020,10960,2020-11-15,2020-09-28,2020-09-12,2020-10-06
34,2019,11174,2019-10-30,2019-06-28,2019-05-23,2019-10-14
35,2019,11172,2019-04-09,2019-07-22,2019-07-06,2019-09-20
36,2019,11170,2019-11-09,2019-06-10,2019-04-19,2019-06-26
37,2019,11162,2019-04-09,2019-07-18,2019-06-28,2019-04-09
38,2019,11129,2019-04-19,2019-10-28,2019-09-18,2019-10-28
39,2019,11119,2019-08-27,2019-10-26,2019-09-24,2019-04-17
40,2019,11101,2019-08-29,2019-11-17,2019-06-30,2019-11-17
41,2019,11088,2019-08-25,2019-11-17,2019-09-02,2019-11-17
42,2019,11080,2019-04-07,2019-06-02,2019-05-21,2019-08-01
43,2019,11071,2019-06-10,2019-07-20,2019-09-14,2019-04-19
44,2019,11012,2019-11-15,2019-07-18,2019-05-15,2019-07-22
45,2019,11010,2019-11-16,2019-09-13,2019-07-15,2019-04-02
46,2019,11003,2019-06-26,2019-06-10,2019-09-18,2019-06-14
47,2019,10985,2019-08-25,2019-04-19,2019-08-29,2019-05-17
48,2019,10980,2019-08-23,2019-07-26,2019-08-31,2019-08-15
49,2019,10971,2019-05-17,2019-04-19,2019-10-04,2019-08-25
50,2019,10960,2019-08-04,2019-04-02,2019-08-28,2019-04-06
51,2018,11174,2018-06-02,2018-04-19,2018-07-08,2018-05-01
52,2018,11172,2018-11-13,2018-09-14,2018-08-25,2018-09-30
53,2018,11170,2018-06-29,2018-06-13,2018-04-18,2018-08-16
54,2018,11162,2018-10-28,2018-09-06,2018-05-29,2018-09-30
55,2018,11129,2018-08-25,2018-08-01,2018-10-16,2018-08-09
56,2018,11119,2018-05-09,2018-11-09,2018-05-17,2018-11-09
57,2018,11101,2018-08-24,2018-11-20,2018-05-04,2018-11-20
58,2018,11088,2018-11-09,2018-10-16,2018-06-06,2018-10-24
59,2018,11080,2018-07-27,2018-09-21,2018-09-05,2018-07-15
60,2018,11071,2018-09-14,2018-10-24,2018-04-19,2018-10-24
61,2018,11012,2018-11-16,2018-08-24,2018-07-03,2018-10-15
62,2018,11010,2018-06-29,2018-07-11,2018-07-07,2018-11-08
63,2018,11003,2018-08-12,2018-11-16,2018-08-20,2018-05-12
64,2018,10985,2018-06-30,2018-06-06,2018-07-16,2018-05-05
65,2018,10980,2018-07-24,2018-06-30,2018-09-14,2018-11-09
66,2018,10971,2018-08-25,2018-04-19,2018-09-26,2018-11-09
67,2018,10960,2018-06-09,2018-06-01,2018-05-20,2018-07-15
68,2017,11174,2017-04-24,2017-07-01,2017-06-11,2017-08-02
69,2017,11172,2017-08-02,2017-06-11,2017-08-02,2017-06-11
70,2017,11170,2017-09-03,2017-11-02,2017-04-24,2017-08-22
71,2017,11162,2017-06-03,2017-08-22,2017-07-13,2017-04-24
72,2017,11129,2017-06-11,2017-10-29,2017-08-22,2017-06-03
73,2017,11119,2017-04-24,2017-07-01,2017-06-03,2017-08-02
74,2017,11101,2017-06-03,2017-10-13,2017-07-05,2017-04-24
75,2017,11088,2017-06-25,2017-06-13,2017-09-21,2017-04-14
76,2017,11080,2017-04-24,2017-05-26,2017-09-23,2017-04-24
77,2017,11071,2017-06-03,2017-04-24,2017-08-22,2017-05-02
78,2017,11012,2017-07-05,2017-05-14,2017-04-24,2017-05-26
79,2017,11010,2017-09-23,2017-07-05,2017-06-15,2017-09-03
80,2017,11003,2017-07-01,2017-10-21,2017-09-19,2017-06-23
81,2017,10985,2017-06-11,2017-04-24,2017-04-24,2017-06-03
82,2017,10980,2017-04-14,2017-10-11,2017-09-21,2017-04-14
83,2017,10971,2017-06-23,2017-10-29,2017-08-22,2017-04-24
84,2017,10960,2017-04-24,2017-10-21,2017-10-09,2017-10-21
0,2021,11384,2021-03-29,2021-06-05,2021-04-22,2021-10-31
1,2021,11364,2021-06-24,2021-10-18,2021-08-23,2021-10-30
2,2021,11358,2021-09-28,2021-11-11,2021-10-22,2021-11-11
3,2021,11352,2021-07-19,2021-09-25,2021-09-17,2021-10-31
4,2021,11344,2021-03-29,2021-07-15,2021-07-07,2021-11-16
5,2021,11334,2021-04-06,2021-09-25,2021-09-13,2021-04-06
6,2021,11333,2021-10-18,2021-09-24,2021-09-12,2021-10-14
7,2021,11326,2021-08-24,2021-11-12,2021-07-11,2021-11-12
8,2021,11317,2021-06-01,2021-10-07,2021-09-21,2021-10-11
9,2021,11314,2021-03-29,2021-09-13,2021-09-05,2021-07-27
10,2021,11307,2021-06-24,2021-06-16,2021-08-31,2021-10-22
11,2021,11306,2021-10-06,2021-11-11,2021-08-07,2021-11-11
12,2021,11295,2021-08-21,2021-11-05,2021-07-24,2021-11-13
13,2021,11274,2021-07-20,2021-10-12,2021-09-22,2021-10-28
14,2021,11271,2021-09-22,2021-11-13,2021-10-08,2021-11-13
15,2021,11251,2021-07-12,2021-10-28,2021-09-02,2021-06-14
16,2021,11246,2021-06-22,2021-04-23,2021-06-26,2021-09-02
17,2021,11243,2021-06-14,2021-09-10,2021-08-21,2021-04-27
18,2021,11241,2021-04-23,2021-10-12,2021-07-20,2021-04-23
19,2021,11228,2021-10-30,2021-04-01,2021-09-04,2021-10-22
20,2021,11214,2021-08-13,2021-11-13,2021-07-12,2021-11-13
21,2020,11384,2020-11-12,2020-09-17,2020-08-04,2020-04-30
22,2020,11364,2020-09-08,2020-06-24,2020-05-31,2020-08-15
23,2020,11358,2020-03-29,2020-04-22,2020-07-27,2020-03-29
